cash_on_hand_thousand_usd,value,pdf_x_pt,pdf_y_pt,drawing_index
60.2561083903244,0.29983976986778127,147.8080062866211,148.07603454589844,85
61.157474146480055,0.29983990253706727,148.58975982666016,148.07601928710938,86
62.508502360010894,0.28942138351485047,149.76150512695312,149.2742919921875,87
63.40900603660741,0.28942138351485047,150.54251098632812,149.2742919921875,88
64.31007710230152,0.289419260806276,151.3240089416504,149.2745361328125,89
65.2111481679956,0.2789988844140565,152.10550689697266,150.4730224609375,90
66.56303846108555,0.2789988844140565,153.2779998779297,150.4730224609375,91
67.4635421376821,0.2789988844140565,154.0590057373047,150.4730224609375,92
68.36461760174127,0.2789988844140565,154.84050750732422,150.4730224609375,93
69.26540277370405,0.2789988844140565,155.62175750732422,150.4730224609375,94
70.16560736147396,0.27118254076560455,156.40250396728516,151.37200927734375,95
71.5175064512941,0.27118254076560455,157.57500457763672,151.37200927734375,96
72.41915370281596,0.27118254076560455,158.35700225830078,151.37200927734375,97
73.31964858268229,0.27118254076560455,159.13800048828125,151.37200927734375,98
74.22015225927883,0.27118254076560455,159.91900634765625,151.37200927734375,99
75.57205134909897,0.2607620317040993,161.0915069580078,152.5705108642578,100
76.4725462289653,0.2607620317040993,161.87250518798828,152.5705108642578,101
77.3736216930245,0.2607620317040993,162.6540069580078,152.5705108642578,102
78.27469715708368,0.2607620317040993,163.43550872802734,152.5705108642578,103
79.17519203695004,0.2607620317040993,164.2165069580078,152.5705108642578,104
80.52680083467372,0.26075765361766434,165.38875579833984,152.57101440429688,105
81.4275860066365,0.2503436453511685,166.17000579833984,153.76876831054688,106
82.3286614706957,0.2503436453511685,166.95150756835938,153.76876831054688,107
83.22973693475488,0.2503436453511685,167.7330093383789,153.76876831054688,108
84.13081239881409,0.2503436453511685,168.51451110839844,153.76876831054688,109
85.48155911697869,0.2503436453511685,169.6860122680664,153.76876831054688,110
86.3826257843077,0.2503436453511685,170.4675064086914,153.76876831054688,111
87.28312066417404,0.2503436453511685,171.24850463867188,153.76876831054688,112
88.18419612823324,0.2503436453511685,172.0300064086914,153.76876831054688,113
89.5355190322256,0.25034603339831474,173.20200729370117,153.76849365234375,114
90.4365900979197,0.23992300362037722,173.98350524902344,154.96728515625,115
91.33709377451622,0.23992300362037722,174.76451110839844,154.96728515625,116
92.23758865438255,0.23992300362037722,175.5455093383789,154.96728515625,117
93.13923590590444,0.23992300362037722,176.32750701904297,154.96728515625,118
94.4905544115317,0.23992300362037722,177.49950408935547,154.96728515625,119
95.39104929139803,0.23992300362037722,178.28050231933594,154.96728515625,120
96.29212475545724,0.23992300362037722,179.06200408935547,154.96728515625,121
97.1937720069791,0.23992300362037722,179.84400177001953,154.96728515625,122
98.5445187251437,0.23992300362037722,181.0155029296875,154.96728515625,123
99.44531269383667,0.23992088091180275,181.79676055908203,154.967529296875,124
100.34609786579942,0.22950262722815773,182.57801055908203,156.165771484375,125
101.24716453312844,0.22950262722815773,183.35950469970703,156.165771484375,126
102.14823999718764,0.22950262722815773,184.14100646972656,156.165771484375,127
103.50071087447044,0.22950262722815773,185.31400299072266,156.165771484375,128
104.40178633852965,0.22950262722815773,186.0955047607422,156.165771484375,129
105.30229001512616,0.22950262722815773,186.8765106201172,156.165771484375,130
106.20278489499252,0.22950262722815773,187.65750885009766,156.165771484375,131
107.55410340061978,0.22950262722815773,188.82950592041016,156.165771484375,132
108.45459828048611,0.22950262722815773,189.61050415039062,156.165771484375,133
109.35510195708262,0.22950262722815773,190.39151000976562,156.165771484375,134
110.25617742114183,0.22950262722815773,191.17301177978516,156.165771484375,135
111.15782467266372,0.22950262722815773,191.95500946044922,156.165771484375,136
112.50914757665608,0.2295047499367322,193.12701034545898,156.16552734375,137
113.41021864235019,0.21908225083593824,193.90850830078125,157.3642578125,138
114.31071352221652,0.21908225083593824,194.68950653076172,157.3642578125,139
115.21120840208285,0.21908225083593824,195.4705047607422,157.3642578125,140
116.56253570444032,0.21908225083593824,196.64250946044922,157.3642578125,141
117.46303058430665,0.21908225083593824,197.4235076904297,157.3642578125,142
118.36410604836585,0.21908225083593824,198.20500946044922,157.3642578125,143
119.26575329988772,0.21908225083593824,198.98700714111328,157.3642578125,144
120.16682876394692,0.21908225083593824,199.7685089111328,157.3642578125,145
121.51814726957419,0.21908225083593824,200.9405059814453,157.3642578125,146
122.41864214944052,0.21908225083593824,201.72150421142578,157.3642578125,147
123.31913702930684,0.21908225083593824,202.50250244140625,157.3642578125,148
124.22021249336605,0.21908225083593824,203.28400421142578,157.3642578125,149
125.57095921153065,0.21908225083593824,204.45550537109375,157.3642578125,150
126.47203467558985,0.21908225083593824,205.23700714111328,157.3642578125,151
