panel,age,cash,paper,canonical,difference
C,20,105,27.2414525514179,16.733197495419,-10.5082550559989
C,20,110,27.478281256758,16.9562228170727,-10.5220584396852
C,20,115,27.9289118319775,17.1776981747689,-10.7512136572086
C,20,120,28.3044443765271,17.3976741928232,-10.9067701837039
C,20,125,28.5400965020678,17.6162386601045,-10.9238578419632
C,20,130,28.776144822847,17.8334142140558,-10.9427306087912
C,20,135,29.0117969483877,18.049305673173,-10.9624912752146
C,20,140,29.2486256537277,18.2639562373563,-10.9846694163715
C,20,145,29.4834973947076,18.477410270607,-11.0060871241006
C,20,150,29.7203261000476,18.6897134461978,-11.0306126538498
C,20,155,29.9567706160655,18.9009122770083,-11.0558583390571
C,20,160,30.3092643192381,19.1110582905205,-11.1982060287177
C,20,165,30.5460930245782,19.3202042390731,-11.2258887855051
C,20,170,30.7817451501189,19.5283169799655,-11.2534281701534
C,20,175,31.0059687892679,19.735493075638,-11.2704757136299
C,20,180,31.0177934708981,19.9418001610189,-11.0759933098792
C,20,185,31.2542259809996,20.1471408797898,-11.1070851012098
C,20,190,31.489493917218,20.3517098124615,-11.1377841047565
C,20,195,31.7259384332358,20.5553615728288,-11.170576860407
C,20,200,31.9286290412261,20.7582847702757,-11.1703442709504
C,20,205,31.9998726981397,20.9603772434868,-11.0394954546529
C,20,210,32.1976268736394,21.1617288544451,-11.0358980191943
C,20,215,32.5520895470887,21.3623926938151,-11.1896968532735
C,20,220,32.7889182524287,21.5622883424695,-11.2266299099592
C,20,225,32.7889182524287,21.7614975924052,-11.0274206600235
C,20,230,33.0237899934086,21.9600609013755,-11.0637290920331
C,20,235,33.2602225035101,22.1579899252516,-11.1022325782584
C,20,240,33.4752364971159,22.3552769853111,-11.1199595118047
C,20,245,33.4962708242893,22.5519049584874,-10.9443658658019
C,20,250,33.7319229498299,22.7479431645688,-10.9839797852612
C,20,255,33.9679712706092,22.9434036659908,-11.0245676046184
C,20,260,33.9679712706092,23.138298654799,-10.8296726158102
C,20,265,34.2040195913884,23.332639878841,-10.8713797125474
C,20,270,34.5576898743605,23.5264396049578,-11.0312502694027
C,20,275,34.7937381951398,23.7197105784432,-11.0740276166966
C,20,280,34.7937381951398,23.9124650467062,-10.8812731484336
C,20,285,35.0293903206804,24.1047154533314,-10.924674867349
C,20,290,35.2654386414597,24.296474386102,-10.9689642553576
C,20,295,35.2922795184034,24.4877542883799,-10.8045252300235
C,35,5,4.90596962498133,5,0.0940303750186731
C,35,10,9.90487860559348,10,0.095121394406517
C,35,15,15.2123107368694,15,-0.212310736869449
C,35,20,19.7554845466286,15.5893032221606,-4.16618132446804
C,35,25,22.0470428653054,15.8939054715317,-6.15313739377372
C,35,30,23.6814004701868,16.1885966458257,-7.49280382436109
C,35,35,25.0397275926439,16.4751090543521,-8.56461853829175
C,35,40,25.7401749295176,16.7544850540095,-8.98568987550804
C,35,45,26.3029451979352,17.0275541773619,-9.27539102057333
C,35,50,26.769752105098,17.2950236358178,-9.4747284692802
C,35,55,27.2414525514179,17.5574331959318,-9.68401935548608
C,35,60,27.478281256758,17.8152321620862,-9.66304909467179
C,35,65,27.7139333822986,18.0688991366191,-9.64503424567952
C,35,70,27.9499817030778,18.3188962503574,-9.63108545272048
C,35,75,28.3044443765271,18.5656474635443,-9.73879691298283
C,35,80,28.5400965020678,18.809584840945,-9.73051166112278
C,35,85,28.776144822847,19.0487474453869,-9.72739737746011
C,35,90,29.001518061456,19.2855531765754,-9.71596488488052
C,35,95,29.0117969483877,19.5205943977054,-9.49120255068227
C,35,100,29.2486256537277,19.754030287706,-9.49459536602172
C,35,105,29.4834973947076,19.9859530856355,-9.49754430907205
C,35,110,29.7203261000476,20.2164373066481,-9.50388879339951
C,35,115,29.9567706160655,20.4455728916969,-9.51119772436855
C,35,120,30.3092643192381,20.6734464251195,-9.63581789411868
C,35,125,30.5460930245782,20.9000293233156,-9.6460637012626
C,35,130,30.5460930245782,21.1254587434372,-9.42063428114104
C,35,135,30.7817451501189,21.3497575057076,-9.43198764441129
C,35,140,31.0177934708981,21.5729318577643,-9.44486161313385
C,35,145,31.2542259809996,21.7950554484992,-9.45917053250043
C,35,150,31.26309218339,22.0161661944953,-9.24692598889471
C,35,155,31.489493917218,22.2362996462177,-9.25319427100033
C,35,160,31.7259384332358,22.4555009725343,-9.2704374607015
C,35,165,31.9623709433373,22.6737471522434,-9.28862379109387
C,35,170,31.9777103392981,22.8911163918415,-9.08659394745663
C,35,175,32.1976268736394,23.1076559423056,-9.08997093133375
C,35,180,32.5520895470887,23.3233541997496,-9.22873534733902
C,35,185,32.7889182524287,23.5382354986324,-9.25068275379639
C,35,190,32.7889182524287,23.752377164947,-9.03654108748175
C,35,195,33.0237899934086,23.9657092722656,-9.05808072114293
C,35,200,33.2602225035101,24.1783559115368,-9.08186659197323
C,35,205,33.2978505719546,24.3902650951342,-8.9075854768204
C,35,210,33.4962708242893,24.6014827569579,-8.89478806733137
C,35,215,33.7319229498299,24.8120725971733,-8.91985035265664
C,35,220,33.9407748335792,25.021949025463,-8.91882580811613
C,35,225,33.9679712706092,25.2312023534299,-8.73676891717928
C,35,230,34.2040195913884,25.4398610298756,-8.76415856151288
C,35,235,34.5576898743605,25.6479357111625,-8.90975416319804
C,35,240,34.5576898743605,25.855374080469,-8.70231579389149
C,35,245,34.7937381951398,26.0622387804853,-8.73149941465446
C,35,250,35.0293903206804,26.2685555897933,-8.76083473088715
C,35,255,35.2654386414597,26.4743356218294,-8.79110301963025
C,35,260,35.2654386414597,26.6795888461035,-8.58584979535617
C,35,265,35.5018831574775,26.8843258647565,-8.61755729272101
C,35,270,35.7379194723404,27.0885565722287,-8.64936290011167
C,35,275,35.7579548299707,27.2922908553175,-8.46566397465321
C,35,280,35.9735715978811,27.4955391644901,-8.47803243339095
C,35,285,36.2104123091374,27.698312285943,-8.51210002319442
C,35,290,36.5640825921096,27.9006215265354,-8.66346106557421
C,35,295,36.5908335179068,28.1024781543565,-8.48835536355033
C,65,5,4.90596962498133,5,0.0940303750186731
C,65,10,9.90487860559348,10,0.095121394406517
C,65,15,15.2123107368694,15,-0.212310736869448
C,65,20,17.4479024489671,18.9395212195451,1.49161877057791
C,65,25,18.0360333888837,19.5278306272908,1.49179723840709
C,65,30,18.4898925589142,20.0179844973404,1.5280919384262
C,65,35,18.7860858995719,20.4682114692158,1.68212556964394
C,65,40,19.2178626566147,20.8925367684881,1.67467411187345
C,65,45,19.6903434874954,21.297426444926,1.6070829574306
C,65,50,20.0432333859067,21.6866337869821,1.64340040107547
C,65,55,20.5157142167874,22.0625640433821,1.54684982659474
C,65,60,20.7513663423281,22.4269177647878,1.67555142245971
C,65,65,20.9992012445113,22.7809061632016,1.78170491869027
C,65,70,21.4431003242218,23.1253644066593,1.68226408243749
C,65,75,21.6963400100058,23.4609474213078,1.76460741130196
C,65,80,22.050010292978,23.7879517587229,1.73794146574493
C,65,85,22.3032954909842,24.1060914323297,1.80279594134552
C,65,90,22.7482547583364,24.4164026408354,1.66814788249893
C,65,95,22.9938073808563,24.7208491593212,1.72704177846484
C,65,100,23.2298557016356,25.0195487915641,1.78969308992852
C,65,105,23.4662882117371,25.3136065298414,1.84731831810435
C,65,110,23.7011599527169,25.6031291544277,1.90196920171081
C,65,115,24.0560068154884,25.8886596514123,1.83265283592392
C,65,120,24.3307006250629,26.1707571428214,1.84005651775845
C,65,125,24.5582624743324,26.4496022638457,1.89133978951332
C,65,130,24.9994077081282,26.7253940854215,1.72598637729329
C,65,135,25.2104329972927,26.9985827680759,1.78814977078314
C,65,140,25.4722847342475,27.2692155902254,1.7969308559779
C,65,145,25.7075406645496,27.5375039275963,1.82996326304671
C,65,150,25.9439851805674,27.8036925528319,1.85970737226456
C,65,155,26.2984478540167,28.0678847680703,1.76943691405359
C,65,160,26.5337037843187,28.3302350925299,1.79653130821118
C,65,165,26.769752105098,28.5908759351672,1.82112383006924
C,65,170,27.0058004258772,28.8498404803227,1.84404005444544
C,65,175,27.2414525514179,29.1072800145076,1.8658274630897
C,65,180,27.478281256758,29.3633462011381,1.88506494438011
C,65,185,27.7139333822986,29.6180734829928,1.90414010069424
C,65,190,27.9499817030778,29.8714980493477,1.9215163462699
C,65,195,28.3044443765271,30.1238090871752,1.81936471064812
C,65,200,28.5400965020678,30.3749009020937,1.83480440002589
C,65,205,28.776144822847,30.6250156363703,1.84887081352332
C,65,210,29.0117969483877,30.8740682008012,1.86227125241355
C,65,215,29.2486256537277,31.1221855002112,1.87355984648344
C,65,220,29.4834973947076,31.3694590435616,1.88596164885405
C,65,225,29.7203261000476,31.6157754656139,1.89544936556629
C,65,230,29.9567706160655,31.8613204013803,1.90454978531482
C,65,235,30.3092643192381,32.1061308490624,1.79686652982424
C,65,240,30.5249891571339,32.3502314163923,1.82524225925838
C,65,245,30.7495869248608,32.5935679326913,1.84398100783054
C,65,250,31.0177934708981,32.8362658829439,1.81847241204577
C,65,255,31.2542259809996,33.0783524284381,1.82412644743845
C,65,260,31.2542259809996,33.3198525625194,2.06562658151974
C,65,265,31.489493917218,33.5607903776274,2.07129646040942
C,65,270,31.7579091502438,33.8011915496892,2.04328239944544
