age_as_printed,value,pdf_x_pt,pdf_y_pt,drawing_index
18.07117401266617,521.1402908940449,104.29400634765625,245.238037109375,329
19.071488301120617,531.0620145613059,107.22200012207031,243.31402587890625,329
19.071488301120617,531.0620145613059,107.22200012207031,243.31402587890625,329
20.0714637456145,539.328334059295,110.14900207519531,241.71102905273438,329
20.0714637456145,539.328334059295,110.14900207519531,241.71102905273438,329
21.071439190108386,549.2552510279713,113.07600402832031,239.7860107421875,329
21.071439190108386,549.2552510279713,113.07600402832031,239.7860107421875,329
22.07141463460227,555.8661663566884,116.00300598144531,238.5040283203125,329
22.07141463460227,555.8661663566884,116.00300598144531,238.5040283203125,329
23.071390079096147,562.482432359591,118.93000793457031,237.22100830078125,329
23.071390079096147,562.482432359591,118.93000793457031,237.22100830078125,329
24.071365523590032,569.0933476883081,121.85700988769531,235.93902587890625,329
24.071365523590032,569.0933476883081,121.85700988769531,235.93902587890625,329
25.071340968083916,574.0542095219387,124.78401184082031,234.97702026367188,329
25.071340968083916,574.0542095219387,124.78401184082031,234.97702026367188,329
27.07128664408767,583.9759331891998,130.63800048828125,233.05300903320312,329
27.07128664408767,583.9759331891998,130.63800048828125,233.05300903320312,329
28.071606145526133,587.2813908535584,133.56600952148438,232.41201782226562,329
28.071606145526133,587.2813908535584,133.56600952148438,232.41201782226562,329
31.07152726602377,592.2472886158339,142.3470001220703,231.44903564453125,329
31.07152726602377,592.2472886158339,142.3470001220703,231.44903564453125,329
33.07147815501154,592.2472886158339,148.2010040283203,231.44903564453125,329
33.07147815501154,592.2472886158339,148.2010040283203,231.44903564453125,329
34.071797656449995,590.592041819332,151.12901306152344,231.77001953125,329
34.071797656449995,590.592041819332,151.12901306152344,231.77001953125,329
35.0714290439993,588.9366376500602,154.0550079345703,232.09103393554688,329
35.0714290439993,588.9366376500602,154.0550079345703,232.09103393554688,329
36.07174333245376,587.2813908535584,156.98300170898438,232.41201782226562,329
36.07174333245376,587.2813908535584,156.98300170898438,232.41201782226562,329
37.07137993298707,583.9759331891998,159.9090118408203,233.05300903320312,329
37.07137993298707,583.9759331891998,159.9090118408203,233.05300903320312,329
38.07169422144152,580.6703181520711,162.83700561523438,233.69403076171875,329
38.07169422144152,580.6703181520711,162.83700561523438,233.69403076171875,329
39.0716696659354,577.3596671862972,165.76400756835938,234.33602905273438,329
39.0716696659354,577.3596671862972,165.76400756835938,234.33602905273438,329
40.07164511042929,572.4039986540818,168.69100952148438,235.29702758789062,329
40.07164511042929,572.4039986540818,168.69100952148438,235.29702758789062,329
41.07162055492317,567.4381008918062,171.61801147460938,236.260009765625,329
41.07162055492317,567.4381008918062,171.61801147460938,236.260009765625,329
42.07159599941705,562.482432359591,174.54501342773438,237.22100830078125,329
42.07159599941705,562.482432359591,174.54501342773438,237.22100830078125,329
43.071566230926926,555.8661663566884,177.4720001220703,238.5040283203125,329
43.071566230926926,555.8661663566884,177.4720001220703,238.5040283203125,329
44.07154167542081,549.2552510279713,180.3990020751953,239.7860107421875,329
44.07154167542081,549.2552510279713,180.3990020751953,239.7860107421875,329
45.07151711991469,544.2891958929256,183.3260040283203,240.7490234375,329
45.07151711991469,544.2891958929256,183.3260040283203,240.7490234375,329
46.07149256440857,537.6781231914383,186.2530059814453,242.03103637695312,329
46.07149256440857,537.6781231914383,186.2530059814453,242.03103637695312,329
47.07146800890245,529.4118036934492,189.1800079345703,243.634033203125,329
47.07146800890245,529.4118036934492,189.1800079345703,243.634033203125,329
48.07178229735691,522.7956950633168,192.10800170898438,244.91702270507812,329
48.07178229735691,522.7956950633168,192.10800170898438,244.91702270507812,329
49.071757741850796,514.5241822639125,195.03500366210938,246.52102661132812,329
49.071757741850796,514.5241822639125,195.03500366210938,246.52102661132812,329
52.071684075332435,489.72522376994516,203.81600952148438,251.33001708984375,329
52.071684075332435,489.72522376994516,203.81600952148438,251.33001708984375,329
53.07165951982632,481.4537109705409,206.74301147460938,252.93402099609375,329
53.07165951982632,481.4537109705409,206.74301147460938,252.93402099609375,329
54.071634964320204,471.53718060469487,209.67001342773438,254.85702514648438,329
54.071634964320204,471.53718060469487,209.67001342773438,254.85702514648438,329
55.07194925277465,461.610421008789,212.59800720214844,256.7820129394531,329
55.07194925277465,461.610421008789,212.59800720214844,256.7820129394531,329
56.071924697268535,451.69389064294296,215.52500915527344,258.70501708984375,329
56.071924697268535,451.69389064294296,215.52500915527344,258.70501708984375,329
57.07190014176242,441.772166975682,218.45201110839844,260.6290283203125,329
57.07190014176242,441.772166975682,218.45201110839844,260.6290283203125,329
59.07185103075019,418.6182260481562,224.30601501464844,265.1190185546875,329
59.07185103075019,418.6182260481562,224.30601501464844,265.1190185546875,329
60.07182647524407,407.04629151303834,227.23301696777344,267.363037109375,329
60.07182647524407,407.04629151303834,227.23301696777344,267.363037109375,329
61.07180191973796,395.46932104927555,230.16001892089844,269.6080322265625,329
61.07180191973796,395.46932104927555,230.16001892089844,269.6080322265625,329
62.07177736423184,382.24213971765585,233.08702087402344,272.17303466796875,329
62.07177736423184,382.24213971765585,233.08702087402344,272.17303466796875,330
63.07208643970228,367.3597115895343,236.01499938964844,275.05902099609375,330
63.07208643970228,367.3597115895343,236.01499938964844,275.05902099609375,330
64.07171782725158,354.1325302579146,238.9409942626953,277.6240234375,330
64.07171782725158,354.1325302579146,238.9409942626953,277.6240234375,330
65.07203732869004,349.17166842428423,241.86900329589844,278.5860290527344,330
65.07203732869004,349.17166842428423,241.86900329589844,278.5860290527344,330
66.07201277318393,345.8662107599255,244.79600524902344,279.2270202636719,330
66.07201277318393,345.8662107599255,244.79600524902344,279.2270202636719,330
67.07198821767781,340.9053489262951,247.72300720214844,280.18902587890625,330
67.07198821767781,340.9053489262951,247.72300720214844,280.18902587890625,330
68.0719636621717,337.5946979605212,250.65000915527344,280.8310241699219,330
68.0719636621717,337.5946979605212,250.65000915527344,280.8310241699219,330
69.07193910666558,332.63383612689086,253.57701110839844,281.79302978515625,330
69.07193910666558,332.63383612689086,253.57701110839844,281.79302978515625,330
70.07226382108806,327.67297429326027,256.5050354003906,282.7550354003906,330
70.07226382108806,327.67297429326027,256.5050354003906,282.7550354003906,330
71.07189520863736,321.05686566312784,259.4310302734375,284.03802490234375,330
71.07189520863736,321.05686566312784,259.4310302734375,284.03802490234375,330
72.07220428410778,316.09600382949725,262.3590087890625,285.0000305175781,330
72.07220428410778,316.09600382949725,262.3590087890625,285.0000305175781,330
73.07217972860167,311.1351419958669,265.2860107421875,285.9620361328125,330
73.07217972860167,311.1351419958669,265.2860107421875,285.9620361328125,330
74.07249923004014,304.5242266671496,268.2140197753906,287.2440185546875,330
74.07249923004014,304.5242266671496,268.2140197753906,287.2440185546875,330
75.07213061758944,297.91315396566233,271.1400146484375,288.5260314941406,330
75.07213061758944,297.91315396566233,271.1400146484375,288.5260314941406,330
76.07210606208332,291.2970453355299,274.0670166015625,289.80902099609375,330
76.07210606208332,291.2970453355299,274.0670166015625,289.80902099609375,330
77.07242556352179,284.6859726340426,276.9950256347656,291.0910339355469,330
77.07242556352179,284.6859726340426,276.9950256347656,291.0910339355469,330
78.07205695107109,276.4196531360535,279.9210205078125,292.69403076171875,330
78.07205695107109,276.4196531360535,279.9210205078125,292.69403076171875,330
79.07237645250956,269.8035445059213,282.8490295410156,293.9770202636719,330
79.07237645250956,269.8035445059213,282.8490295410156,293.9770202636719,330
80.07235189700344,261.53722500793197,285.7760314941406,295.58001708984375,330
80.07235189700344,261.53722500793197,285.7760314941406,295.58001708984375,330
81.07266097247387,253.27090550994285,288.7040100097656,297.1830139160156,330
81.07266097247387,253.27090550994285,288.7040100097656,297.1830139160156,330
82.07230278599118,243.33895261262182,291.6300354003906,299.1090087890625,330
82.07230278599118,243.33895261262182,291.6300354003906,299.1090087890625,330
83.07226780451705,233.4224222467758,294.5570068359375,301.0320129394531,330
83.07226780451705,233.4224222467758,294.5570068359375,301.0320129394531,330
84.07258730595552,225.15610274878668,297.4850158691406,302.635009765625,330
84.07258730595552,225.15610274878668,297.4850158691406,302.635009765625,330
85.07221869350482,213.57897491225367,300.4110107421875,304.8800354003906,330
85.07221869350482,213.57897491225367,300.4110107421875,304.8800354003906,330
86.07253819494329,203.6574086177627,303.3390197753906,306.80401611328125,330
86.07253819494329,203.6574086177627,303.3390197753906,306.80401611328125,330
87.07251363943718,192.09066738406,306.2660217285156,309.0470275878906,330
87.07251363943718,192.09066738406,306.2660217285156,309.0470275878906,330
88.07283314087564,178.85325682238022,309.19403076171875,311.614013671875,330
88.07283314087564,178.85325682238022,309.19403076171875,311.614013671875,330
89.07246452842494,167.2865155886775,312.1200256347656,313.8570251464844,330
89.07246452842494,167.2865155886775,312.1200256347656,313.8570251464844,330
90.07243997291883,154.04910502699772,315.0470275878906,316.42401123046875,330
90.07243997291883,154.04910502699772,315.0470275878906,316.42401123046875,330
91.07275947435727,139.16132622469104,317.97503662109375,319.31103515625,330
91.07275947435727,139.16132622469104,317.97503662109375,319.31103515625,330
92.0723908619066,125.93933819448648,320.9010314941406,321.8750305175781,330
92.0723908619066,125.93933819448648,320.9010314941406,321.8750305175781,330
93.07269993737702,109.4118924999234,323.8290100097656,325.08001708984375,330
93.07269993737702,109.4118924999234,323.8290100097656,325.08001708984375,330
94.07234175089434,94.5242710703867,326.7550354003906,327.9670104980469,330
94.07234175089434,94.5242710703867,326.7550354003906,327.9670104980469,330
95.07299488330938,76.33622790513664,329.68402099609375,331.4940185546875,330
95.07299488330938,76.33622790513664,329.68402099609375,331.4940185546875,330
96.07262627085868,59.80358890915818,332.6100158691406,334.70001220703125,330
96.07262627085868,59.80358890915818,332.6100158691406,334.70001220703125,330
98.07257715984645,20.116851612884147,338.4640197753906,342.3960266113281,330
