age,C,W,Y,a
74,32.81554272532364,152.48442991612336,21.471420946461567,0.5146043895147011
75,32.6733415110884,146.62739355378716,21.471420946461567,0.5135705564160342
76,32.53015910056521,140.85331259237384,21.471420946461567,0.5112255592875757
77,32.365373588215526,134.92286172909266,21.471420946461567,0.5074828564682182
78,32.18128710547023,128.88085580143022,21.471420946461567,0.5072185166250837
79,31.983221689819526,122.84457996405752,21.471420946461567,0.50223293640243
80,31.764068224710588,116.7289874391532,21.471420946461567,0.496419701340728
81,31.51789229899255,110.5361635408609,21.471420946461567,0.49261677901637585
82,31.25968133806139,104.48053091358827,21.471420946461567,0.4853112473438863
83,30.970196541294026,98.37546196317886,21.471420946461567,0.47869168754087604
84,30.656714271493033,92.33068647973539,21.471420946461567,0.4701781811770539
85,30.325343574318445,86.35555616699591,21.471420946461567,0.46179875650103674
86,29.964763853272622,80.44876160787253,21.471420946461567,0.45590367460405484
87,29.585413053671083,74.7265889112087,21.471420946461567,0.45155637682788546
88,29.17679894236126,69.14853930813223,21.471420946461567,0.4416677077203074
89,28.746613681623852,63.77511004351644,21.471420946461567,0.4329923723568558
90,28.28675212643979,58.57302814944724,21.471420946461567,0.4143238738383856
91,27.807702253027156,53.65476215923921,21.471420946461567,0.40081521720954305
92,27.311291942904585,49.01932949083478,21.471420946461567,0.38771266900764056
93,26.81951300770078,44.76593828606925,21.471420946461567,0.3765392502171722
94,26.292848386492977,40.74935355750881,21.471420946461567,0.36238447676633817
95,25.800178751259605,37.19698879934997,21.471420946461567,0.34756376075374845
96,25.314851963878244,33.986600391697685,21.471420946461567,0.33273657808117607
97,24.84093577144005,31.15493260597992,21.471420946461567,0.31707356005817294
98,24.39695489945368,28.657258687304427,21.471420946461567,0.30250836366073625
99,24.020349079020367,26.56927721157917,21.471420946461567,0.31108288469323614
100,46.26046820825583,24.78904726179426,21.471420946461567,0.0
